Execution,Algorithm,Workflow,Hosts,Best ENERGY,Mean ENERGY,Min ENERGY,Max ENERGY,Best MAKESPAN,Mean MAKESPAN,Min MAKESPAN,Max MAKESPAN
montage-chameleon-dss-10d-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-10d-001,16,11050966.817501,11845096.527299,11050966.817501,12331759.571636,3352.059746,3377.540748,3352.059746,3415.423443
montage-chameleon-dss-125d-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-125d-001,2,10715749.195713,11055395.383543,10715749.195713,11481983.181215,21927.870737,21974.525704,21927.870737,22037.707241
montage-chameleon-dss-125d-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-125d-001,4,10510617.547826,11009550.437872,10510617.547826,11618138.858127,11107.033419,11178.911543,11107.033419,11245.332442
montage-chameleon-dss-125d-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-125d-001,8,11091159.543099,11488203.764604,11091159.543099,11788105.829522,5749.079624,5799.763755,5749.079624,5836.391129
montage-chameleon-dss-125d-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,montage-chameleon-dss-125d-001,16,11545209.140072,11786790.703840,11545209.140072,12047289.134461,3052.640515,3103.184582,3052.640515,3148.269341
seismology-chameleon-100p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-100p-001,2,19483.628170,20505.992532,19483.628170,21602.299655,41.927188,42.071138,41.927188,42.260995
seismology-chameleon-100p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-100p-001,4,20074.603702,20920.599877,20074.603702,21683.076379,21.057765,21.236411,21.057765,21.440797
seismology-chameleon-100p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-100p-001,8,19834.752425,21319.860543,19834.752425,22543.545104,10.842925,11.040862,10.842925,11.224304
seismology-chameleon-100p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-100p-001,16,21392.682261,22640.669974,21392.682261,23080.720945,5.757416,5.921687,5.757416,6.084901
seismology-chameleon-500p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-500p-001,2,87442.036911,89452.480952,87442.036911,91661.538082,167.910271,167.953147,167.910271,168.044330
seismology-chameleon-500p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-500p-001,4,88237.026440,90140.587513,88237.026440,91781.294302,84.136785,84.274466,84.136785,84.456248
seismology-chameleon-500p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-500p-001,8,88829.916539,90835.838330,88829.916539,92931.147662,42.322685,42.470045,42.322685,42.633262
seismology-chameleon-500p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-500p-001,16,90522.122891,91870.995595,90522.122891,93541.892376,21.551263,21.692589,21.551263,21.903820
seismology-chameleon-700p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-700p-001,2,114097.694537,115028.003983,114097.694537,116133.704191,210.886700,211.300985,210.886700,213.171591
seismology-chameleon-700p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-700p-001,4,114244.081674,115345.478916,114244.081674,117044.293472,105.655075,105.838811,105.655075,106.114025
seismology-chameleon-700p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-700p-001,8,113433.834483,115168.145757,113433.834483,115902.574872,53.170168,53.320355,53.170168,53.473206
seismology-chameleon-700p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-700p-001,16,113883.777783,116689.004352,113883.777783,118528.204603,26.979071,27.256788,26.979071,27.539456
seismology-chameleon-1000p-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-1000p-001,2,170040.356405,172733.438978,170040.356405,174810.660984,313.772669,313.855001,313.772669,314.008005
seismology-chameleon-1000p-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-1000p-001,4,171175.772677,173492.901376,171175.772677,174993.349467,157.296858,157.412235,157.296858,157.545237
seismology-chameleon-1000p-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-1000p-001,8,170293.024728,172291.205064,170293.024728,173942.362322,79.057508,79.141034,79.057508,79.287349
seismology-chameleon-1000p-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,seismology-chameleon-1000p-001,16,171232.695022,173961.915832,171232.695022,176693.538524,40.049793,40.169242,40.049793,40.365653
soykb-chameleon-10fastq-10ch-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-10ch-001,2,3190912.367014,3323949.394852,3190912.367014,3415367.147893,7105.602511,7114.804970,7105.602511,7125.530611
soykb-chameleon-10fastq-10ch-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-10ch-001,4,3665331.647434,3753316.499886,3665331.647434,3873811.072986,4857.896252,4879.964539,4857.896252,4897.256920
soykb-chameleon-10fastq-10ch-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-10ch-001,8,4362126.855035,4449663.594644,4362126.855035,4617991.020402,3792.222829,3802.657021,3792.222829,3816.900652
soykb-chameleon-10fastq-10ch-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-10ch-001,16,5874427.367012,6025717.047336,5874427.367012,6138081.844575,3256.338343,3266.191093,3256.338343,3278.308096
soykb-chameleon-10fastq-20ch-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-20ch-001,2,6815654.105197,6964774.926647,6815654.105197,7104762.394681,16190.370401,16201.197026,16190.370401,16214.861617
soykb-chameleon-10fastq-20ch-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-20ch-001,4,7886562.186972,8028989.855289,7886562.186972,8309444.634764,11835.372806,11861.232978,11835.372806,11896.440629
soykb-chameleon-10fastq-20ch-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-20ch-001,8,9983673.220932,10083369.236684,9983673.220932,10209275.438750,9711.175675,9728.613078,9711.175675,9745.304632
soykb-chameleon-10fastq-20ch-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-10fastq-20ch-001,16,13795567.215687,14242751.324048,13795567.215687,14404646.806149,8655.512881,8666.029697,8655.512881,8684.283523
soykb-chameleon-30fastq-10ch-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-30fastq-10ch-001,2,9885295.245818,10148770.998524,9885295.245818,10347996.130873,21363.261793,21381.793993,21363.261793,21397.400165
soykb-chameleon-30fastq-10ch-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-30fastq-10ch-001,4,10779850.205134,10990166.212464,10779850.205134,11123744.625277,14066.672319,14097.998361,14066.672319,14118.211223
soykb-chameleon-30fastq-10ch-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-30fastq-10ch-001,8,12870753.956831,13014266.434964,12870753.956831,13154437.201932,10439.105615,10469.376157,10439.105615,10497.521331
soykb-chameleon-30fastq-10ch-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-30fastq-10ch-001,16,16632043.334651,16774285.686155,16632043.334651,16857232.033126,8646.054396,8682.902937,8646.054396,8701.570665
soykb-chameleon-40fastq-20ch-001-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-40fastq-20ch-001,2,26398761.189087,26617257.726956,26398761.189087,26929078.504529,63808.967150,63824.199082,63808.967150,63840.625155
soykb-chameleon-40fastq-20ch-001-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-40fastq-20ch-001,4,30660286.636526,30968387.348437,30660286.636526,31288247.091924,47920.189057,47939.519059,47920.189057,47964.739170
soykb-chameleon-40fastq-20ch-001-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-40fastq-20ch-001,8,39202545.618403,39697532.006727,39202545.618403,40111125.253631,39992.178854,40019.403047,39992.178854,40054.827986
soykb-chameleon-40fastq-20ch-001-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,soykb-chameleon-40fastq-20ch-001,16,56807293.392221,57249248.642852,56807293.392221,57585478.484164,36012.786060,36056.054476,36012.786060,36086.948256
srasearch-chameleon-10a-005-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-10a-005,2,1312727.885446,1460029.429589,1312727.885446,1587919.780607,3567.805490,3572.093051,3567.805490,3575.270032
srasearch-chameleon-10a-005-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-10a-005,4,1431024.572920,1495319.680630,1431024.572920,1580983.705806,1860.168821,1888.863685,1860.168821,1912.081206
srasearch-chameleon-10a-005-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-10a-005,8,1501703.857654,1642698.501766,1501703.857654,1735840.410979,1086.623558,1105.780991,1086.623558,1109.515698
srasearch-chameleon-10a-005-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-10a-005,16,1823995.053755,1979628.360589,1823995.053755,2094850.454485,861.235335,861.235335,861.235335,861.235335
srasearch-chameleon-20a-003-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-20a-003,2,7245418.625791,8044613.629408,7245418.625791,8664199.899830,18634.847695,18648.640375,18634.847695,18678.165431
srasearch-chameleon-20a-003-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-20a-003,4,7132327.595422,7828637.983858,7132327.595422,8489379.687942,9390.720178,9513.949869,9390.720178,9585.591473
srasearch-chameleon-20a-003-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-20a-003,8,7122600.163408,8364063.820778,7122600.163408,9087878.526999,5025.285807,5149.388749,5025.285807,5324.968515
srasearch-chameleon-20a-003-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-20a-003,16,9101605.096956,10137933.850348,9101605.096956,10770813.838207,3962.516410,3966.188124,3962.516410,3996.037435
srasearch-chameleon-40a-003-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-40a-003,2,9957253.111274,10429005.432322,9957253.111274,11091742.914612,22157.462635,22195.131634,22157.462635,22241.056217
srasearch-chameleon-40a-003-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-40a-003,4,9945218.432664,10521390.287356,9945218.432664,11182741.632505,11160.598588,11284.481381,11160.598588,11354.788333
srasearch-chameleon-40a-003-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-40a-003,8,9715366.775001,10804291.128325,9715366.775001,11528882.411320,5807.126349,5889.675431,5807.126349,5967.705050
srasearch-chameleon-40a-003-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-40a-003,16,11052749.944482,11420798.218055,11052749.944482,11745353.681315,3168.953930,3286.839700,3168.953930,3374.797500
srasearch-chameleon-50a-003-hosts-2-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-50a-003,2,15429790.593463,16195304.729691,15429790.593463,16924756.476673,33876.398282,33915.959900,33876.398282,33985.736426
srasearch-chameleon-50a-003-hosts-4-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-50a-003,4,15879030.241808,16601836.654449,15879030.241808,17437050.614334,17010.301086,17131.719741,17010.301086,17249.576323
srasearch-chameleon-50a-003-hosts-8-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-50a-003,8,15908944.737819,16919656.286957,15908944.737819,17950401.443621,8826.611613,8907.786847,8826.611613,9014.351446
srasearch-chameleon-50a-003-hosts-16-fvlt-me-mono-active,fvlt-me-mono-active,srasearch-chameleon-50a-003,16,15851801.152476,17511975.206611,15851801.152476,18035561.872314,4878.871117,4989.351687,4878.871117,5103.366218
1000genome-chameleon-2ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,2,1275810.135445,1345685.757163,1275810.135445,1387888.503778,2704.450328,2707.791493,2704.450328,2709.873630
1000genome-chameleon-2ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,4,1368419.998747,1415665.447571,1368419.998747,1445868.830751,1409.021047,1442.154721,1409.021047,1491.253948
1000genome-chameleon-2ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,8,1420836.263330,1464245.580635,1420836.263330,1508615.229054,749.667204,819.007009,749.667204,884.793627
1000genome-chameleon-2ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,16,1458605.585840,1488885.620004,1458605.585840,1536151.749586,506.916397,509.989542,506.916397,512.978543
1000genome-chameleon-4ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,2,3611480.568715,3742375.454424,3611480.568715,3828503.414615,7162.584131,7165.216091,7162.584131,7167.548678
1000genome-chameleon-4ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,4,3513557.476917,3738974.176935,3513557.476917,3866166.527223,3593.229108,3608.781820,3593.229108,3630.783716
1000genome-chameleon-4ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,8,3795044.034766,3886101.813543,3795044.034766,3957457.144234,1838.077366,1872.045519,1838.077366,1906.452643
1000genome-chameleon-4ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,16,3865872.226556,3930235.707769,3865872.226556,3980459.904500,1006.780813,1030.440101,1006.780813,1061.411827
1000genome-chameleon-12ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,2,9158383.929292,9252540.580895,9158383.929292,9358005.706375,17111.841808,17117.191906,17111.841808,17123.671848
1000genome-chameleon-12ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,4,9210095.695516,9294089.145519,9210095.695516,9395574.715542,8576.264610,8584.846891,8576.264610,8591.031748
1000genome-chameleon-12ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,8,9204787.202436,9370544.488066,9204787.202436,9557935.057056,4334.764833,4364.788629,4334.764833,4392.224666
1000genome-chameleon-12ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,16,9387106.502133,9551096.513846,9387106.502133,9707079.245091,2235.379344,2271.052372,2235.379344,2310.519662
1000genome-chameleon-18ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,2,14099300.582345,14185114.002512,14099300.582345,14297647.024460,25942.563586,25946.604845,25942.563586,25956.720453
1000genome-chameleon-18ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,4,14133448.390155,14273610.773514,14133448.390155,14394390.211063,12984.362420,12996.656933,12984.362420,13011.574819
1000genome-chameleon-18ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,8,14081851.061570,14264339.459657,14081851.061570,14500764.097620,6541.773680,6556.514561,6541.773680,6570.436754
1000genome-chameleon-18ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,16,14439058.522077,14650155.465199,14439058.522077,14837331.887716,3328.534863,3406.928476,3328.534863,3652.151450
cycles-chameleon-1l-1c-9p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,2,217008.725128,231680.249531,217008.725128,246605.295772,502.721647,503.083584,502.721647,504.482471
cycles-chameleon-1l-1c-9p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,4,234836.421627,246809.681802,234836.421627,258215.196481,289.401183,290.837630,289.401183,292.183922
cycles-chameleon-1l-1c-9p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,8,270999.272745,286869.918609,270999.272745,297953.895863,195.332407,198.303187,195.332407,203.261696
cycles-chameleon-1l-1c-9p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,16,347302.934334,359963.738724,347302.934334,370415.754153,168.978205,171.879073,168.978205,176.653212
cycles-chameleon-2l-1c-9p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,2,1044259.172224,1077554.257578,1044259.172224,1098555.826041,2135.390938,2136.586895,2135.390938,2138.628859
cycles-chameleon-2l-1c-9p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,4,1039157.913275,1102392.673633,1039157.913275,1162120.016914,1070.150390,1073.978537,1070.150390,1078.362021
cycles-chameleon-2l-1c-9p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,8,1040434.839335,1132380.064580,1040434.839335,1178227.483069,559.386290,592.117346,559.386290,623.851592
cycles-chameleon-2l-1c-9p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,16,1170652.777326,1204562.496257,1170652.777326,1235913.149046,350.623286,357.325168,350.623286,372.408645
cycles-chameleon-2l-1c-12p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,2,2540526.585552,2579134.846683,2540526.585552,2623143.214238,4838.982901,4841.588772,4838.982901,4850.711460
cycles-chameleon-2l-1c-12p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,4,2533638.295478,2617650.127099,2533638.295478,2645459.930387,2423.453256,2460.641597,2423.453256,2475.980733
cycles-chameleon-2l-1c-12p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,8,2601932.945621,2639869.064762,2601932.945621,2681167.961871,1270.611503,1291.926737,1270.611503,1297.981090
cycles-chameleon-2l-1c-12p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,16,2688171.853735,2720724.669448,2688171.853735,2753324.275445,702.798584,710.142290,702.798584,717.562586
cycles-chameleon-5l-1c-12p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,2,4887089.191807,4958804.017387,4887089.191807,5028107.593082,9240.801298,9248.157554,9240.801298,9259.246895
cycles-chameleon-5l-1c-12p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,4,4783958.203454,4998788.977080,4783958.203454,5102149.191096,4624.788023,4694.210722,4624.788023,4727.113380
cycles-chameleon-5l-1c-12p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,8,5045271.631914,5107035.730306,5045271.631914,5165541.840440,2383.517375,2463.995911,2383.517375,2499.968985
cycles-chameleon-5l-1c-12p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,16,5223951.774542,5246768.143567,5223951.774542,5285362.461618,1345.050489,1357.091323,1345.050489,1381.828610
epigenomics-chameleon-hep-1seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,2,108950.780954,130861.056857,108950.780954,149218.478376,350.448115,350.620293,350.448115,350.698439
epigenomics-chameleon-hep-1seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,4,137470.868595,146140.409054,137470.868595,152888.343111,217.243775,219.785125,217.243775,222.970583
epigenomics-chameleon-hep-1seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,8,164100.714307,170160.591461,164100.714307,181240.394010,150.869207,164.649694,150.869207,166.372160
epigenomics-chameleon-hep-1seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,16,199450.931762,210041.471094,199450.931762,218267.546119,122.260697,122.260697,122.260697,122.260697
epigenomics-chameleon-hep-6seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,2,3853893.506418,4035202.844709,3853893.506418,4096273.029139,7773.992177,7776.183395,7773.992177,7778.612253
epigenomics-chameleon-hep-6seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,4,3992064.124804,4119218.896873,3992064.124804,4216927.557383,3962.434097,3984.237612,3962.434097,4005.549203
epigenomics-chameleon-hep-6seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,8,3958007.464792,4218696.447703,3958007.464792,4418651.605078,2319.677657,2471.007122,2319.677657,2731.485079
epigenomics-chameleon-hep-6seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,16,4086475.414833,4214886.748912,4086475.414833,4376197.617752,1467.038097,1529.181458,1467.038097,1593.526625
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,2,672415.754515,740761.326235,672415.754515,776745.815175,1544.524624,1545.383896,1544.524624,1546.336006
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,4,739399.777205,776623.435587,739399.777205,808623.889246,817.307075,825.101789,817.307075,838.553788
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,8,708348.890805,791887.821339,708348.890805,830757.613410,482.486773,497.535206,482.486773,514.516805
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,16,758688.260432,787359.378817,758688.260432,803173.691021,292.535491,296.821734,292.535491,306.028982
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,2,3625305.344014,3684918.489348,3625305.344014,3736924.736525,6885.141095,6887.437683,6885.141095,6888.508752
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,4,3693710.953054,3734701.066851,3693710.953054,3771902.574776,3521.765025,3532.586091,3521.765025,3539.846862
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,8,3683616.656342,3801125.587167,3683616.656342,3865103.645722,1868.266966,1883.621049,1868.266966,1904.732094
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,16,3896545.298233,3989694.653519,3896545.298233,4027416.753381,1306.381144,1363.981065,1306.381144,1446.054515
montage-chameleon-2mass-01d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,2,86457.595818,96134.003624,86457.595818,101511.859497,215.082504,215.652926,215.082504,216.406177
montage-chameleon-2mass-01d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,4,88742.582113,98315.874140,88742.582113,106703.347904,117.129600,118.724378,117.129600,119.614862
montage-chameleon-2mass-01d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,8,100521.350068,105420.152034,100521.350068,111452.921486,70.273537,70.652114,70.273537,71.079591
montage-chameleon-2mass-01d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,16,100599.245379,109444.521972,100599.245379,114656.745183,39.261032,39.608560,39.261032,39.893322
montage-chameleon-2mass-005d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,2,48224.605727,53600.392572,48224.605727,57929.418836,130.475992,130.816319,130.475992,131.230966
montage-chameleon-2mass-005d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,4,46001.366178,53421.179518,46001.366178,59727.157694,71.545260,72.219961,71.545260,72.868926
montage-chameleon-2mass-005d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,8,47423.307929,54947.514515,47423.307929,58415.781128,38.471791,39.503412,38.471791,40.782382
montage-chameleon-2mass-005d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,16,60322.148809,63626.749026,60322.148809,66053.442387,27.858454,28.613062,27.858454,29.894611
montage-chameleon-dss-10d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,2,9669007.381105,10537392.501205,9669007.381105,10976438.162974,21798.307624,21850.049677,21798.307624,21957.055401
montage-chameleon-dss-10d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,4,10292638.193131,10808775.427753,10292638.193131,11304293.664082,10978.671991,11058.085197,10978.671991,11191.809143
montage-chameleon-dss-10d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,8,9926910.666926,10729396.770442,9926910.666926,11201658.714728,5544.477581,5618.311246,5544.477581,5751.332590
montage-chameleon-dss-10d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,16,10629619.307456,11345665.113912,10629619.307456,11923925.655272,3043.483636,3124.417855,3043.483636,3240.439793
montage-chameleon-dss-125d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,2,10715749.195713,11055395.383543,10715749.195713,11481983.181215,21937.082297,21979.878208,21937.082297,22032.383436
montage-chameleon-dss-125d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,4,10510617.547826,11009550.437872,10510617.547826,11618138.858127,11111.716771,11171.531789,11111.716771,11215.118893
montage-chameleon-dss-125d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,8,11091159.543099,11465054.446316,11091159.543099,11788105.829522,5609.358909,5728.593590,5609.358909,5862.547163
montage-chameleon-dss-125d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,16,11428509.767809,11705099.300775,11428509.767809,11937628.946588,2884.977940,2945.756023,2884.977940,3001.189396
seismology-chameleon-100p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,2,18966.498961,20171.623173,18966.498961,21469.811865,41.928258,41.952972,41.928258,42.020213
seismology-chameleon-100p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,4,19539.454660,20664.803510,19539.454660,21348.862768,21.050825,21.112286,21.050825,21.259498
seismology-chameleon-100p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,8,19834.752425,20991.650270,19834.752425,21783.714702,10.630998,10.689054,10.630998,10.885847
seismology-chameleon-100p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,16,20006.548807,20748.288070,20006.548807,21144.826402,5.407824,5.472036,5.407824,5.503935
seismology-chameleon-500p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,2,85651.996543,88125.749404,85651.996543,90264.613720,167.885310,167.922974,167.885310,167.986773
